"Time (CET)","Day-ahead Total Load Forecast [MW] - Netherlands (NL)","Actual Total Load [MW] - Netherlands (NL)"
"02.11.2015 16:30 - 02.11.2015 16:45","16404","13878"
"02.11.2015 16:45 - 02.11.2015 17:00","16463","14096"
"02.11.2015 17:00 - 02.11.2015 17:15","16539","14160"
"02.11.2015 17:15 - 02.11.2015 17:30","16629","14611"
"02.11.2015 17:30 - 02.11.2015 17:45","16786","15065"
"02.11.2015 17:45 - 02.11.2015 18:00","16864","15231"
"02.11.2015 18:00 - 02.11.2015 18:15","16849","15030"
"02.11.2015 18:15 - 02.11.2015 18:30","16417","14784"
"02.11.2015 18:30 - 02.11.2015 18:45","16310","14652"
"02.11.2015 18:45 - 02.11.2015 19:00","16356","14585"
"02.11.2015 19:00 - 02.11.2015 19:15","16523","14409"
"02.11.2015 19:15 - 02.11.2015 19:30","16637","14260"
"02.11.2015 19:30 - 02.11.2015 19:45","16585","14092"
"02.11.2015 19:45 - 02.11.2015 20:00","16479","13972"
"02.11.2015 20:00 - 02.11.2015 20:15","16416","13700"
"02.11.2015 20:15 - 02.11.2015 20:30","16239","13432"
"02.11.2015 20:30 - 02.11.2015 20:45","16048","13146"
"02.11.2015 20:45 - 02.11.2015 21:00","15805","12949"
"02.11.2015 21:00 - 02.11.2015 21:15","15664","12649"
"02.11.2015 21:15 - 02.11.2015 21:30","15611","12403"
"02.11.2015 21:30 - 02.11.2015 21:45","15375","12122"
"02.11.2015 21:45 - 02.11.2015 22:00","15031","11869"
"02.11.2015 22:00 - 02.11.2015 22:15","14731","11554"
"02.11.2015 22:15 - 02.11.2015 22:30","14373","11269"
"02.11.2015 22:30 - 02.11.2015 22:45","14031","10917"
"02.11.2015 22:45 - 02.11.2015 23:00","13676","10642"
"02.11.2015 23:00 - 02.11.2015 23:15","13390","10457"
"02.11.2015 23:15 - 02.11.2015 23:30","13245","10218"
"02.11.2015 23:30 - 02.11.2015 23:45","12968","9921"
"02.11.2015 23:45 - 03.11.2015 00:00","12662","9671"
"03.11.2015 00:00 - 03.11.2015 00:15","12374","9677"
"03.11.2015 00:15 - 03.11.2015 00:30","12220","9445"
"03.11.2015 00:30 - 03.11.2015 00:45","12080","9262"
"03.11.2015 00:45 - 03.11.2015 01:00","11882","9077"
"03.11.2015 01:00 - 03.11.2015 01:15","11622","8941"
"03.11.2015 01:15 - 03.11.2015 01:30","11414","8812"
"03.11.2015 01:30 - 03.11.2015 01:45","11284","8712"
"03.11.2015 01:45 - 03.11.2015 02:00","11149","8652"
"03.11.2015 02:00 - 03.11.2015 02:15","11030","8608"
"03.11.2015 02:15 - 03.11.2015 02:30","11013","8531"
"03.11.2015 02:30 - 03.11.2015 02:45","10957","8496"
"03.11.2015 02:45 - 03.11.2015 03:00","10922","8463"
"03.11.2015 03:00 - 03.11.2015 03:15","10872","8442"
"03.11.2015 03:15 - 03.11.2015 03:30","10921","8412"
"03.11.2015 03:30 - 03.11.2015 03:45","10904","8388"
"03.11.2015 03:45 - 03.11.2015 04:00","10907","8399"
"03.11.2015 04:00 - 03.11.2015 04:15","10909","8433"
"03.11.2015 04:15 - 03.11.2015 04:30","10954","8453"
"03.11.2015 04:30 - 03.11.2015 04:45","10979","8510"
"03.11.2015 04:45 - 03.11.2015 05:00","11058","8573"
"03.11.2015 05:00 - 03.11.2015 05:15","11129","8676"
"03.11.2015 05:15 - 03.11.2015 05:30","11298","8843"
"03.11.2015 05:30 - 03.11.2015 05:45","11458","9068"
"03.11.2015 05:45 - 03.11.2015 06:00","11707","9337"
"03.11.2015 06:00 - 03.11.2015 06:15","11943","9817"
"03.11.2015 06:15 - 03.11.2015 06:30","12354","10293"
"03.11.2015 06:30 - 03.11.2015 06:45","12870","10785"
"03.11.2015 06:45 - 03.11.2015 07:00","13363","11300"
"03.11.2015 07:00 - 03.11.2015 07:15","13753","12029"
"03.11.2015 07:15 - 03.11.2015 07:30","14255","12558"
"03.11.2015 07:30 - 03.11.2015 07:45","14820","12924"
"03.11.2015 07:45 - 03.11.2015 08:00","15332","13234"
"03.11.2015 08:00 - 03.11.2015 08:15","15638","13508"
"03.11.2015 08:15 - 03.11.2015 08:30","15948","13673"
"03.11.2015 08:30 - 03.11.2015 08:45","16034","13823"
"03.11.2015 08:45 - 03.11.2015 09:00","16307","13955"
"03.11.2015 09:00 - 03.11.2015 09:15","16469","14094"
"03.11.2015 09:15 - 03.11.2015 09:30","16633","14103"
"03.11.2015 09:30 - 03.11.2015 09:45","16756","14045"
"03.11.2015 09:45 - 03.11.2015 10:00","16698","14037"
"03.11.2015 10:00 - 03.11.2015 10:15","16654","14012"
"03.11.2015 10:15 - 03.11.2015 10:30","16604","13950"
"03.11.2015 10:30 - 03.11.2015 10:45","16544","13941"
"03.11.2015 10:45 - 03.11.2015 11:00","16443","13945"
"03.11.2015 11:00 - 03.11.2015 11:15","16300","13939"
"03.11.2015 11:15 - 03.11.2015 11:30","16423","13893"
"03.11.2015 11:30 - 03.11.2015 11:45","16402","13834"
"03.11.2015 11:45 - 03.11.2015 12:00","16426","13811"
"03.11.2015 12:00 - 03.11.2015 12:15","16466","13741"
"03.11.2015 12:15 - 03.11.2015 12:30","16494","13633"
"03.11.2015 12:30 - 03.11.2015 12:45","16401","13533"
"03.11.2015 12:45 - 03.11.2015 13:00","16266","13469"
"03.11.2015 13:00 - 03.11.2015 13:15","16319","13572"
"03.11.2015 13:15 - 03.11.2015 13:30","16498","13672"
"03.11.2015 13:30 - 03.11.2015 13:45","16494","13713"
"03.11.2015 13:45 - 03.11.2015 14:00","16449","13706"
"03.11.2015 14:00 - 03.11.2015 14:15","16394","13684"
"03.11.2015 14:15 - 03.11.2015 14:30","16325","13685"
"03.11.2015 14:30 - 03.11.2015 14:45","16377","13681"
"03.11.2015 14:45 - 03.11.2015 15:00","16346","13691"
"03.11.2015 15:00 - 03.11.2015 15:15","16268","13698"
"03.11.2015 15:15 - 03.11.2015 15:30","16230","13775"
"03.11.2015 15:30 - 03.11.2015 15:45","16272","13893"
"03.11.2015 15:45 - 03.11.2015 16:00","16328","13975"
"03.11.2015 16:00 - 03.11.2015 16:15","16375","13975"
"03.11.2015 16:15 - 03.11.2015 16:30","16415","14041"
"03.11.2015 16:30 - 03.11.2015 16:45","16401","14143"
"03.11.2015 16:45 - 03.11.2015 17:00","16353","14438"
"03.11.2015 17:00 - 03.11.2015 17:15","16420","14710"
"03.11.2015 17:15 - 03.11.2015 17:30","16535","15271"
"03.11.2015 17:30 - 03.11.2015 17:45","16764","15541"
"03.11.2015 17:45 - 03.11.2015 18:00","16836","15571"
"03.11.2015 18:00 - 03.11.2015 18:15","16701","15257"
"03.11.2015 18:15 - 03.11.2015 18:30","16352","15016"
"03.11.2015 18:30 - 03.11.2015 18:45","16300","14872"
"03.11.2015 18:45 - 03.11.2015 19:00","16395","14780"
"03.11.2015 19:00 - 03.11.2015 19:15","16567","14633"
"03.11.2015 19:15 - 03.11.2015 19:30","16661","14482"
"03.11.2015 19:30 - 03.11.2015 19:45","16615","14336"
"03.11.2015 19:45 - 03.11.2015 20:00","16523","14235"
"03.11.2015 20:00 - 03.11.2015 20:15","16397","13963"
"03.11.2015 20:15 - 03.11.2015 20:30","16330","13726"
"03.11.2015 20:30 - 03.11.2015 20:45","16255","13438"
"03.11.2015 20:45 - 03.11.2015 21:00","16025","13232"
"03.11.2015 21:00 - 03.11.2015 21:15","15891","12922"
"03.11.2015 21:15 - 03.11.2015 21:30","15807","12713"
"03.11.2015 21:30 - 03.11.2015 21:45","15560","12447"
"03.11.2015 21:45 - 03.11.2015 22:00","15282","12181"
"03.11.2015 22:00 - 03.11.2015 22:15","15037","11831"
"03.11.2015 22:15 - 03.11.2015 22:30","14750","11559"
"03.11.2015 22:30 - 03.11.2015 22:45","14423","11264"
"03.11.2015 22:45 - 03.11.2015 23:00","14120","10976"
"03.11.2015 23:00 - 03.11.2015 23:15","13899","10796"
"03.11.2015 23:15 - 03.11.2015 23:30","13750","10572"
"03.11.2015 23:30 - 03.11.2015 23:45","13447","10252"
"03.11.2015 23:45 - 04.11.2015 00:00","13089","9970"
"04.11.2015 00:00 - 04.11.2015 00:15","11750","9481"
"04.11.2015 00:15 - 04.11.2015 00:30","11504","9261"
"04.11.2015 00:30 - 04.11.2015 00:45","11259","9050"
"04.11.2015 00:45 - 04.11.2015 01:00","11020","8879"
"04.11.2015 01:00 - 04.11.2015 01:15","10818","8730"
"04.11.2015 01:15 - 04.11.2015 01:30","10697","8610"
"04.11.2015 01:30 - 04.11.2015 01:45","10580","8514"
"04.11.2015 01:45 - 04.11.2015 02:00","10457","8429"
"04.11.2015 02:00 - 04.11.2015 02:15","10371","8357"
"04.11.2015 02:15 - 04.11.2015 02:30","10319","8275"
"04.11.2015 02:30 - 04.11.2015 02:45","10270","8237"
"04.11.2015 02:45 - 04.11.2015 03:00","10238","8199"
"04.11.2015 03:00 - 04.11.2015 03:15","10217","8187"
"04.11.2015 03:15 - 04.11.2015 03:30","10194","8153"
"04.11.2015 03:30 - 04.11.2015 03:45","10177","8137"
"04.11.2015 03:45 - 04.11.2015 04:00","10171","8132"
"04.11.2015 04:00 - 04.11.2015 04:15","10185","8149"
"04.11.2015 04:15 - 04.11.2015 04:30","10201","8178"
"04.11.2015 04:30 - 04.11.2015 04:45","10242","8230"
"04.11.2015 04:45 - 04.11.2015 05:00","10298","8262"
"04.11.2015 05:00 - 04.11.2015 05:15","10365","8417"
"04.11.2015 05:15 - 04.11.2015 05:30","10499","8564"
"04.11.2015 05:30 - 04.11.2015 05:45","10666","8755"
"04.11.2015 05:45 - 04.11.2015 06:00","10907","9024"
"04.11.2015 06:00 - 04.11.2015 06:15","11278","9499"
"04.11.2015 06:15 - 04.11.2015 06:30","11736","9947"
"04.11.2015 06:30 - 04.11.2015 06:45","12155","10396"
"04.11.2015 06:45 - 04.11.2015 07:00","12608","10918"
"04.11.2015 07:00 - 04.11.2015 07:15","13170","11649"
"04.11.2015 07:15 - 04.11.2015 07:30","13699","12187"
"04.11.2015 07:30 - 04.11.2015 07:45","14270","12539"
"04.11.2015 07:45 - 04.11.2015 08:00","14786","12899"
"04.11.2015 08:00 - 04.11.2015 08:15","15122","13186"
"04.11.2015 08:15 - 04.11.2015 08:30","15316","13356"
"04.11.2015 08:30 - 04.11.2015 08:45","15504","13558"
"04.11.2015 08:45 - 04.11.2015 09:00","15735","13756"
"04.11.2015 09:00 - 04.11.2015 09:15","15920","13883"
"04.11.2015 09:15 - 04.11.2015 09:30","16065","13962"
"04.11.2015 09:30 - 04.11.2015 09:45","16203","13974"
"04.11.2015 09:45 - 04.11.2015 10:00","16250","14029"
"04.11.2015 10:00 - 04.11.2015 10:15","16287","13997"
"04.11.2015 10:15 - 04.11.2015 10:30","16311","13988"
"04.11.2015 10:30 - 04.11.2015 10:45","16302","14021"
"04.11.2015 10:45 - 04.11.2015 11:00","16358","13984"
"04.11.2015 11:00 - 04.11.2015 11:15","16375","14007"
"04.11.2015 11:15 - 04.11.2015 11:30","16323","14026"
"04.11.2015 11:30 - 04.11.2015 11:45","16167","14078"
"04.11.2015 11:45 - 04.11.2015 12:00","16151","14110"
"04.11.2015 12:00 - 04.11.2015 12:15","16174","14081"
"04.11.2015 12:15 - 04.11.2015 12:30","16098","14037"
"04.11.2015 12:30 - 04.11.2015 12:45","15994","13989"
"04.11.2015 12:45 - 04.11.2015 13:00","15972","13969"
"04.11.2015 13:00 - 04.11.2015 13:15","16033","14041"
"04.11.2015 13:15 - 04.11.2015 13:30","16177","14122"
"04.11.2015 13:30 - 04.11.2015 13:45","16167","14159"
"04.11.2015 13:45 - 04.11.2015 14:00","16079","14137"
"04.11.2015 14:00 - 04.11.2015 14:15","16170","14103"
"04.11.2015 14:15 - 04.11.2015 14:30","16089","14063"
"04.11.2015 14:30 - 04.11.2015 14:45","16132","14007"
"04.11.2015 14:45 - 04.11.2015 15:00","16097","14004"
"04.11.2015 15:00 - 04.11.2015 15:15","16064","13953"
"04.11.2015 15:15 - 04.11.2015 15:30","16032","14004"
"04.11.2015 15:30 - 04.11.2015 15:45","16026","14048"
"04.11.2015 15:45 - 04.11.2015 16:00","16105","14104"
"04.11.2015 16:00 - 04.11.2015 16:15","16109","14127"
"04.11.2015 16:15 - 04.11.2015 16:30","16104","14196"
"04.11.2015 16:30 - 04.11.2015 16:45","16166","14329"
"04.11.2015 16:45 - 04.11.2015 17:00","16232","14610"
"04.11.2015 17:00 - 04.11.2015 17:15","16307","14873"
"04.11.2015 17:15 - 04.11.2015 17:30","16364","15337"
"04.11.2015 17:30 - 04.11.2015 17:45","16521","15500"
"04.11.2015 17:45 - 04.11.2015 18:00","16515","15465"
"04.11.2015 18:00 - 04.11.2015 18:15","16249","15122"
"04.11.2015 18:15 - 04.11.2015 18:30","15887","14868"
"04.11.2015 18:30 - 04.11.2015 18:45","15801","14706"
"04.11.2015 18:45 - 04.11.2015 19:00","15849","14644"
"04.11.2015 19:00 - 04.11.2015 19:15","15889","14442"
"04.11.2015 19:15 - 04.11.2015 19:30","15816","14294"
"04.11.2015 19:30 - 04.11.2015 19:45","15783","14122"
"04.11.2015 19:45 - 04.11.2015 20:00","15670","13973"
"04.11.2015 20:00 - 04.11.2015 20:15","15501","13663"
"04.11.2015 20:15 - 04.11.2015 20:30","15385","13444"
"04.11.2015 20:30 - 04.11.2015 20:45","15150","13185"
"04.11.2015 20:45 - 04.11.2015 21:00","14927","12978"
"04.11.2015 21:00 - 04.11.2015 21:15","14703","12676"
"04.11.2015 21:15 - 04.11.2015 21:30","14511","12464"
"04.11.2015 21:30 - 04.11.2015 21:45","14215","12233"
"04.11.2015 21:45 - 04.11.2015 22:00","13926","11943"
"04.11.2015 22:00 - 04.11.2015 22:15","13646","11640"
"04.11.2015 22:15 - 04.11.2015 22:30","13434","11363"
"04.11.2015 22:30 - 04.11.2015 22:45","13149","11025"
"04.11.2015 22:45 - 04.11.2015 23:00","12766","10736"
"04.11.2015 23:00 - 04.11.2015 23:15","12529","10563"
"04.11.2015 23:15 - 04.11.2015 23:30","12422","10344"
"04.11.2015 23:30 - 04.11.2015 23:45","12212","10044"
"04.11.2015 23:45 - 05.11.2015 00:00","11861","9755"
"05.11.2015 00:00 - 05.11.2015 00:15","11546","9512"
"05.11.2015 00:15 - 05.11.2015 00:30","11328","9295"
"05.11.2015 00:30 - 05.11.2015 00:45","11148","9082"
"05.11.2015 00:45 - 05.11.2015 01:00","10955","8908"
"05.11.2015 01:00 - 05.11.2015 01:15","10753","8768"
"05.11.2015 01:15 - 05.11.2015 01:30","10581","8639"
"05.11.2015 01:30 - 05.11.2015 01:45","10453","8515"
"05.11.2015 01:45 - 05.11.2015 02:00","10367","8431"
"05.11.2015 02:00 - 05.11.2015 02:15","10263","8375"
"05.11.2015 02:15 - 05.11.2015 02:30","10188","8311"
"05.11.2015 02:30 - 05.11.2015 02:45","10142","8285"
"05.11.2015 02:45 - 05.11.2015 03:00","10111","8240"
"05.11.2015 03:00 - 05.11.2015 03:15","10084","8211"
"05.11.2015 03:15 - 05.11.2015 03:30","10086","8212"
"05.11.2015 03:30 - 05.11.2015 03:45","10064","8187"
"05.11.2015 03:45 - 05.11.2015 04:00","10030","8173"
"05.11.2015 04:00 - 05.11.2015 04:15","10031","8209"
"05.11.2015 04:15 - 05.11.2015 04:30","10073","11290"
"05.11.2015 04:30 - 05.11.2015 04:45","10139","11272"
"05.11.2015 04:45 - 05.11.2015 05:00","10195","11292"
"05.11.2015 05:00 - 05.11.2015 05:15","10254","11356"
"05.11.2015 05:15 - 05.11.2015 05:30","10411","11500"
"05.11.2015 05:30 - 05.11.2015 05:45","10528","11721"
"05.11.2015 05:45 - 05.11.2015 06:00","10797","11990"
"05.11.2015 06:00 - 05.11.2015 06:15","11098","12311"
"05.11.2015 06:15 - 05.11.2015 06:30","11484","12752"
"05.11.2015 06:30 - 05.11.2015 06:45","11979","13298"
"05.11.2015 06:45 - 05.11.2015 07:00","12500","13888"
"05.11.2015 07:00 - 05.11.2015 07:15","13028","14427"
"05.11.2015 07:15 - 05.11.2015 07:30","13547","15014"
"05.11.2015 07:30 - 05.11.2015 07:45","14169","15648"
"05.11.2015 07:45 - 05.11.2015 08:00","14625","12964"
"05.11.2015 08:00 - 05.11.2015 08:15","14949","13254"
"05.11.2015 08:15 - 05.11.2015 08:30","15201","13392"
"05.11.2015 08:30 - 05.11.2015 08:45","15443","13595"
"05.11.2015 08:45 - 05.11.2015 09:00","15679","13797"
"05.11.2015 09:00 - 05.11.2015 09:15","15867","13965"
"05.11.2015 09:15 - 05.11.2015 09:30","16031","14064"
"05.11.2015 09:30 - 05.11.2015 09:45","16097","14118"
"05.11.2015 09:45 - 05.11.2015 10:00","16160","14197"
"05.11.2015 10:00 - 05.11.2015 10:15","16158","17992"
"05.11.2015 10:15 - 05.11.2015 10:30","16126","18087"
"05.11.2015 10:30 - 05.11.2015 10:45","16113","18155"
"05.11.2015 10:45 - 05.11.2015 11:00","16114","14301"
"05.11.2015 11:00 - 05.11.2015 11:15","16115","14303"
"05.11.2015 11:15 - 05.11.2015 11:30","16107","14296"
"05.11.2015 11:30 - 05.11.2015 11:45","16098","14335"
"05.11.2015 11:45 - 05.11.2015 12:00","16015","14347"
"05.11.2015 12:00 - 05.11.2015 12:15","15887","14257"
"05.11.2015 12:15 - 05.11.2015 12:30","15924","14143"
"05.11.2015 12:30 - 05.11.2015 12:45","15740","14016"
"05.11.2015 12:45 - 05.11.2015 13:00","15673","13972"
"05.11.2015 13:00 - 05.11.2015 13:15","15696","14070"
"05.11.2015 13:15 - 05.11.2015 13:30","15668","14142"
"05.11.2015 13:30 - 05.11.2015 13:45","15645","14183"
"05.11.2015 13:45 - 05.11.2015 14:00","15852","14160"
"05.11.2015 14:00 - 05.11.2015 14:15","15852","14140"
"05.11.2015 14:15 - 05.11.2015 14:30","15865","14127"
"05.11.2015 14:30 - 05.11.2015 14:45","15826","14106"
"05.11.2015 14:45 - 05.11.2015 15:00","15771","14109"
"05.11.2015 15:00 - 05.11.2015 15:15","15714","14075"
"05.11.2015 15:15 - 05.11.2015 15:30","15700","14112"
"05.11.2015 15:30 - 05.11.2015 15:45","15744","14196"
"05.11.2015 15:45 - 05.11.2015 16:00","15804","14252"
"05.11.2015 16:00 - 05.11.2015 16:15","15839","14247"
"05.11.2015 16:15 - 05.11.2015 16:30","15906","14325"
"05.11.2015 16:30 - 05.11.2015 16:45","15942","14464"
"05.11.2015 16:45 - 05.11.2015 17:00","16014","14724"
"05.11.2015 17:00 - 05.11.2015 17:15","16089","14983"
"05.11.2015 17:15 - 05.11.2015 17:30","16122","15397"
"05.11.2015 17:30 - 05.11.2015 17:45","16295","15531"
"05.11.2015 17:45 - 05.11.2015 18:00","16426","15491"
"05.11.2015 18:00 - 05.11.2015 18:15","16242","15218"
"05.11.2015 18:15 - 05.11.2015 18:30","15934","14998"
"05.11.2015 18:30 - 05.11.2015 18:45","15904","14881"
"05.11.2015 18:45 - 05.11.2015 19:00","16007","14793"
"05.11.2015 19:00 - 05.11.2015 19:15","16087","14612"
"05.11.2015 19:15 - 05.11.2015 19:30","16004","14481"
"05.11.2015 19:30 - 05.11.2015 19:45","15982","14308"
"05.11.2015 19:45 - 05.11.2015 20:00","15904","14227"
"05.11.2015 20:00 - 05.11.2015 20:15","15737","13964"
"05.11.2015 20:15 - 05.11.2015 20:30","15528","13705"
"05.11.2015 20:30 - 05.11.2015 20:45","15306","13467"
"05.11.2015 20:45 - 05.11.2015 21:00","15090","13238"
"05.11.2015 21:00 - 05.11.2015 21:15","14827","12935"
"05.11.2015 21:15 - 05.11.2015 21:30","14643","12651"
"05.11.2015 21:30 - 05.11.2015 21:45","14340","12375"
"05.11.2015 21:45 - 05.11.2015 22:00","14037","12089"
"05.11.2015 22:00 - 05.11.2015 22:15","13789","11774"
"05.11.2015 22:15 - 05.11.2015 22:30","13535","11507"
"05.11.2015 22:30 - 05.11.2015 22:45","13228","11213"
"05.11.2015 22:45 - 05.11.2015 23:00","12886","10916"
"05.11.2015 23:00 - 05.11.2015 23:15","12642","10715"
"05.11.2015 23:15 - 05.11.2015 23:30","12454","10509"
"05.11.2015 23:30 - 05.11.2015 23:45","12182","10249"
"05.11.2015 23:45 - 06.11.2015 00:00","11892","9956"
"06.11.2015 00:00 - 06.11.2015 00:15","11696","9679"
"06.11.2015 00:15 - 06.11.2015 00:30","11508","9498"
"06.11.2015 00:30 - 06.11.2015 00:45","11304","9293"
"06.11.2015 00:45 - 06.11.2015 01:00","11070","9120"
"06.11.2015 01:00 - 06.11.2015 01:15","10779","8942"
"06.11.2015 01:15 - 06.11.2015 01:30","10525","8839"
"06.11.2015 01:30 - 06.11.2015 01:45","10364","8724"
"06.11.2015 01:45 - 06.11.2015 02:00","10310","8633"
"06.11.2015 02:00 - 06.11.2015 02:15","10279","8552"
"06.11.2015 02:15 - 06.11.2015 02:30","10215","8475"
"06.11.2015 02:30 - 06.11.2015 02:45","10199","8423"
"06.11.2015 02:45 - 06.11.2015 03:00","10184","8377"
"06.11.2015 03:00 - 06.11.2015 03:15","10177","8353"
"06.11.2015 03:15 - 06.11.2015 03:30","10149","8333"
"06.11.2015 03:30 - 06.11.2015 03:45","10112","8286"
"06.11.2015 03:45 - 06.11.2015 04:00","10097","8274"
"06.11.2015 04:00 - 06.11.2015 04:15","10125","8292"
"06.11.2015 04:15 - 06.11.2015 04:30","10174","8300"
"06.11.2015 04:30 - 06.11.2015 04:45","10196","8341"
"06.11.2015 04:45 - 06.11.2015 05:00","10228","8396"
"06.11.2015 05:00 - 06.11.2015 05:15","10326","8516"
"06.11.2015 05:15 - 06.11.2015 05:30","10436","8645"
"06.11.2015 05:30 - 06.11.2015 05:45","10636","8844"
"06.11.2015 05:45 - 06.11.2015 06:00","10889","9103"
"06.11.2015 06:00 - 06.11.2015 06:15","11242","9568"
"06.11.2015 06:15 - 06.11.2015 06:30","11653","9999"
"06.11.2015 06:30 - 06.11.2015 06:45","12062","10462"
"06.11.2015 06:45 - 06.11.2015 07:00","12480","10965"
"06.11.2015 07:00 - 06.11.2015 07:15","13038","11653"
"06.11.2015 07:15 - 06.11.2015 07:30","13642","12322"
"06.11.2015 07:30 - 06.11.2015 07:45","14178","12718"
"06.11.2015 07:45 - 06.11.2015 08:00","14639","13019"
"06.11.2015 08:00 - 06.11.2015 08:15","14981","13340"
"06.11.2015 08:15 - 06.11.2015 08:30","15237","13541"
"06.11.2015 08:30 - 06.11.2015 08:45","15502","13742"
"06.11.2015 08:45 - 06.11.2015 09:00","15752","13939"
"06.11.2015 09:00 - 06.11.2015 09:15","15937","14090"
"06.11.2015 09:15 - 06.11.2015 09:30","16073","14215"
"06.11.2015 09:30 - 06.11.2015 09:45","16150","14249"
"06.11.2015 09:45 - 06.11.2015 10:00","16179","14275"
"06.11.2015 10:00 - 06.11.2015 10:15","16206","14302"
"06.11.2015 10:15 - 06.11.2015 10:30","16222","14309"
"06.11.2015 10:30 - 06.11.2015 10:45","16244","14322"
"06.11.2015 10:45 - 06.11.2015 11:00","16253","14329"
"06.11.2015 11:00 - 06.11.2015 11:15","16256","14326"
"06.11.2015 11:15 - 06.11.2015 11:30","16203","14337"
"06.11.2015 11:30 - 06.11.2015 11:45","16142","14360"
"06.11.2015 11:45 - 06.11.2015 12:00","16269","14372"
"06.11.2015 12:00 - 06.11.2015 12:15","16270","14295"
"06.11.2015 12:15 - 06.11.2015 12:30","16261","14206"
"06.11.2015 12:30 - 06.11.2015 12:45","16103","14100"
"06.11.2015 12:45 - 06.11.2015 13:00","16037","14115"
"06.11.2015 13:00 - 06.11.2015 13:15","16032","14186"
"06.11.2015 13:15 - 06.11.2015 13:30","16120","14248"
"06.11.2015 13:30 - 06.11.2015 13:45","16160","14273"
"06.11.2015 13:45 - 06.11.2015 14:00","16174","14221"
"06.11.2015 14:00 - 06.11.2015 14:15","16104","14159"
"06.11.2015 14:15 - 06.11.2015 14:30","16050","14105"
"06.11.2015 14:30 - 06.11.2015 14:45","15947","14033"
"06.11.2015 14:45 - 06.11.2015 15:00","15881","13974"
"06.11.2015 15:00 - 06.11.2015 15:15","15822","13877"
"06.11.2015 15:15 - 06.11.2015 15:30","15754","13890"
"06.11.2015 15:30 - 06.11.2015 15:45","15713","13904"
"06.11.2015 15:45 - 06.11.2015 16:00","15747","13918"
"06.11.2015 16:00 - 06.11.2015 16:15","15661","13928"
"06.11.2015 16:15 - 06.11.2015 16:30","15575","14033"
"06.11.2015 16:30 - 06.11.2015 16:45","15627","14210"
"06.11.2015 16:45 - 06.11.2015 17:00","15523","14520"
"06.11.2015 17:00 - 06.11.2015 17:15","15836","14836"
"06.11.2015 17:15 - 06.11.2015 17:30","15852","15161"
"06.11.2015 17:30 - 06.11.2015 17:45","16098","15243"
"06.11.2015 17:45 - 06.11.2015 18:00","16226","15192"
"06.11.2015 18:00 - 06.11.2015 18:15","16111","14826"
"06.11.2015 18:15 - 06.11.2015 18:30","15777","14594"
"06.11.2015 18:30 - 06.11.2015 18:45","15678","14423"
"06.11.2015 18:45 - 06.11.2015 19:00","15742","14299"
"06.11.2015 19:00 - 06.11.2015 19:15","15793","14083"
"06.11.2015 19:15 - 06.11.2015 19:30","15656","13920"
"06.11.2015 19:30 - 06.11.2015 19:45","15495","13759"
"06.11.2015 19:45 - 06.11.2015 20:00","15369","13648"
"06.11.2015 20:00 - 06.11.2015 20:15","15258","13420"
"06.11.2015 20:15 - 06.11.2015 20:30","15097","13187"
"06.11.2015 20:30 - 06.11.2015 20:45","14865","12918"
"06.11.2015 20:45 - 06.11.2015 21:00","14624","12631"
"06.11.2015 21:00 - 06.11.2015 21:15","14341","12364"
"06.11.2015 21:15 - 06.11.2015 21:30","14269","12086"
"06.11.2015 21:30 - 06.11.2015 21:45","14023","11786"
