"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"24.07.2015 05:00 - 24.07.2015 05:15","45218","45224"
"24.07.2015 05:15 - 24.07.2015 05:30","45313","45762"
"24.07.2015 05:30 - 24.07.2015 05:45","46472","46419"
"24.07.2015 05:45 - 24.07.2015 06:00","47334","47820"
"24.07.2015 06:00 - 24.07.2015 06:15","50064","50626"
"24.07.2015 06:15 - 24.07.2015 06:30","52258","52630"
"24.07.2015 06:30 - 24.07.2015 06:45","54405","54371"
"24.07.2015 06:45 - 24.07.2015 07:00","55844","55655"
"24.07.2015 07:00 - 24.07.2015 07:15","57263","57378"
"24.07.2015 07:15 - 24.07.2015 07:30","58465","58731"
"24.07.2015 07:30 - 24.07.2015 07:45","59861","59793"
"24.07.2015 07:45 - 24.07.2015 08:00","60245","60397"
"24.07.2015 08:00 - 24.07.2015 08:15","61686","61441"
"24.07.2015 08:15 - 24.07.2015 08:30","62225","62284"
"24.07.2015 08:30 - 24.07.2015 08:45","62251","62667"
"24.07.2015 08:45 - 24.07.2015 09:00","62703","62805"
"24.07.2015 09:00 - 24.07.2015 09:15","62779","62746"
"24.07.2015 09:15 - 24.07.2015 09:30","63138","63207"
"24.07.2015 09:30 - 24.07.2015 09:45","63624","63817"
"24.07.2015 09:45 - 24.07.2015 10:00","63946","64560"
"24.07.2015 10:00 - 24.07.2015 10:15","64859","64879"
"24.07.2015 10:15 - 24.07.2015 10:30","64793","65201"
"24.07.2015 10:30 - 24.07.2015 10:45","65370","65567"
"24.07.2015 10:45 - 24.07.2015 11:00","65348","65710"
"24.07.2015 11:00 - 24.07.2015 11:15","65732","65799"
"24.07.2015 11:15 - 24.07.2015 11:30","66108","66150"
"24.07.2015 11:30 - 24.07.2015 11:45","66090","66505"
"24.07.2015 11:45 - 24.07.2015 12:00","66374","66570"
"24.07.2015 12:00 - 24.07.2015 12:15","65868","66167"
"24.07.2015 12:15 - 24.07.2015 12:30","65701","65998"
"24.07.2015 12:30 - 24.07.2015 12:45","65322","66027"
"24.07.2015 12:45 - 24.07.2015 13:00","65627","65635"
"24.07.2015 13:00 - 24.07.2015 13:15","65222","65275"
"24.07.2015 13:15 - 24.07.2015 13:30","64505","64773"
"24.07.2015 13:30 - 24.07.2015 13:45","64175","64300"
"24.07.2015 13:45 - 24.07.2015 14:00","63655","63706"
"24.07.2015 14:00 - 24.07.2015 14:15","62899","63493"
"24.07.2015 14:15 - 24.07.2015 14:30","62811","63342"
"24.07.2015 14:30 - 24.07.2015 14:45","62779","63171"
"24.07.2015 14:45 - 24.07.2015 15:00","62816","62448"
"24.07.2015 15:00 - 24.07.2015 15:15","62333","62321"
"24.07.2015 15:15 - 24.07.2015 15:30","61396","61828"
"24.07.2015 15:30 - 24.07.2015 15:45","61374","61415"
"24.07.2015 15:45 - 24.07.2015 16:00","59924","60752"
"24.07.2015 16:00 - 24.07.2015 16:15","60608","60773"
"24.07.2015 16:15 - 24.07.2015 16:30","60041","60571"
"24.07.2015 16:30 - 24.07.2015 16:45","60403","60120"
"24.07.2015 16:45 - 24.07.2015 17:00","59913","60120"
"24.07.2015 17:00 - 24.07.2015 17:15","59863","59929"
"24.07.2015 17:15 - 24.07.2015 17:30","59531","60003"
"24.07.2015 17:30 - 24.07.2015 17:45","59559","60089"
"24.07.2015 17:45 - 24.07.2015 18:00","59686","59771"
"24.07.2015 18:00 - 24.07.2015 18:15","58861","59489"
"24.07.2015 18:15 - 24.07.2015 18:30","58512","59383"
"24.07.2015 18:30 - 24.07.2015 18:45","58814","59553"
"24.07.2015 18:45 - 24.07.2015 19:00","58580","59573"
"24.07.2015 19:00 - 24.07.2015 19:15","58558","59054"
"24.07.2015 19:15 - 24.07.2015 19:30","57858","58454"
"24.07.2015 19:30 - 24.07.2015 19:45","57381","58018"
"24.07.2015 19:45 - 24.07.2015 20:00","56646","57442"
"24.07.2015 20:00 - 24.07.2015 20:15","55720","56491"
"24.07.2015 20:15 - 24.07.2015 20:30","55122","55678"
"24.07.2015 20:30 - 24.07.2015 20:45","53995","54858"
"24.07.2015 20:45 - 24.07.2015 21:00","53867","54528"
"24.07.2015 21:00 - 24.07.2015 21:15","53438","53966"
"24.07.2015 21:15 - 24.07.2015 21:30","53136","53706"
"24.07.2015 21:30 - 24.07.2015 21:45","53074","53935"
"24.07.2015 21:45 - 24.07.2015 22:00","52773","54164"
"24.07.2015 22:00 - 24.07.2015 22:15","52346","53878"
"24.07.2015 22:15 - 24.07.2015 22:30","51896","52815"
"24.07.2015 22:30 - 24.07.2015 22:45","51062","51380"
"24.07.2015 22:45 - 24.07.2015 23:00","49902","50090"
"24.07.2015 23:00 - 24.07.2015 23:15","48849","48963"
"24.07.2015 23:15 - 24.07.2015 23:30","47950","48116"
"24.07.2015 23:30 - 24.07.2015 23:45","47197","47625"
"24.07.2015 23:45 - 25.07.2015 00:00","46154","47210"
"25.07.2015 00:00 - 25.07.2015 00:15","44876","46431"
"25.07.2015 00:15 - 25.07.2015 00:30","44212","45850"
"25.07.2015 00:30 - 25.07.2015 00:45","43664","45362"
"25.07.2015 00:45 - 25.07.2015 01:00","43197","44766"
"25.07.2015 01:00 - 25.07.2015 01:15","41973","43936"
"25.07.2015 01:15 - 25.07.2015 01:30","41454","43027"
"25.07.2015 01:30 - 25.07.2015 01:45","41100","42930"
"25.07.2015 01:45 - 25.07.2015 02:00","40805","42673"
"25.07.2015 02:00 - 25.07.2015 02:15","40483","42257"
"25.07.2015 02:15 - 25.07.2015 02:30","40088","41906"
"25.07.2015 02:30 - 25.07.2015 02:45","40011","41708"
"25.07.2015 02:45 - 25.07.2015 03:00","39689","41489"
"25.07.2015 03:00 - 25.07.2015 03:15","39752","41052"
"25.07.2015 03:15 - 25.07.2015 03:30","39814","41155"
"25.07.2015 03:30 - 25.07.2015 03:45","40130","41191"
"25.07.2015 03:45 - 25.07.2015 04:00","39865","41084"
"25.07.2015 04:00 - 25.07.2015 04:15","40331","41437"
"25.07.2015 04:15 - 25.07.2015 04:30","40358","41505"
"25.07.2015 04:30 - 25.07.2015 04:45","40167","41689"
"25.07.2015 04:45 - 25.07.2015 05:00","40318","41446"
"25.07.2015 05:00 - 25.07.2015 05:15","40967","41532"
"25.07.2015 05:15 - 25.07.2015 05:30","40275","41185"
"25.07.2015 05:30 - 25.07.2015 05:45","40478","40929"
"25.07.2015 05:45 - 25.07.2015 06:00","40563","41270"
"25.07.2015 06:00 - 25.07.2015 06:15","41107","41804"
"25.07.2015 06:15 - 25.07.2015 06:30","42127","42784"
"25.07.2015 06:30 - 25.07.2015 06:45","42814","43610"
"25.07.2015 06:45 - 25.07.2015 07:00","43786","44562"
"25.07.2015 07:00 - 25.07.2015 07:15","44804","45547"
"25.07.2015 07:15 - 25.07.2015 07:30","45500","46199"
"25.07.2015 07:30 - 25.07.2015 07:45","46938","47221"
"25.07.2015 07:45 - 25.07.2015 08:00","47630","48168"
"25.07.2015 08:00 - 25.07.2015 08:15","48922","49296"
"25.07.2015 08:15 - 25.07.2015 08:30","49374","50134"
"25.07.2015 08:30 - 25.07.2015 08:45","50196","51073"
"25.07.2015 08:45 - 25.07.2015 09:00","51045","52244"
"25.07.2015 09:00 - 25.07.2015 09:15","52096","52964"
"25.07.2015 09:15 - 25.07.2015 09:30","52671","53478"
"25.07.2015 09:30 - 25.07.2015 09:45","53523","54329"
"25.07.2015 09:45 - 25.07.2015 10:00","54053","54815"
"25.07.2015 10:00 - 25.07.2015 10:15","54784","55225"
"25.07.2015 10:15 - 25.07.2015 10:30","55019","55515"
"25.07.2015 10:30 - 25.07.2015 10:45","55704","56138"
"25.07.2015 10:45 - 25.07.2015 11:00","56024","56370"
"25.07.2015 11:00 - 25.07.2015 11:15","56433","56849"
"25.07.2015 11:15 - 25.07.2015 11:30","56901","57417"
"25.07.2015 11:30 - 25.07.2015 11:45","57420","57613"
"25.07.2015 11:45 - 25.07.2015 12:00","57569","57556"
"25.07.2015 12:00 - 25.07.2015 12:15","57242","57357"
"25.07.2015 12:15 - 25.07.2015 12:30","56498","56628"
"25.07.2015 12:30 - 25.07.2015 12:45","56231","56402"
"25.07.2015 12:45 - 25.07.2015 13:00","55710","55562"
"25.07.2015 13:00 - 25.07.2015 13:15","55275","55132"
"25.07.2015 13:15 - 25.07.2015 13:30","54257","54816"
"25.07.2015 13:30 - 25.07.2015 13:45","54028","54689"
"25.07.2015 13:45 - 25.07.2015 14:00","53912","54475"
"25.07.2015 14:00 - 25.07.2015 14:15","52581","53428"
"25.07.2015 14:15 - 25.07.2015 14:30","52644","53261"
"25.07.2015 14:30 - 25.07.2015 14:45","52754","53499"
"25.07.2015 14:45 - 25.07.2015 15:00","52105","53255"
"25.07.2015 15:00 - 25.07.2015 15:15","52183","52911"
"25.07.2015 15:15 - 25.07.2015 15:30","51796","52888"
"25.07.2015 15:30 - 25.07.2015 15:45","51522","52194"
"25.07.2015 15:45 - 25.07.2015 16:00","50935","52098"
"25.07.2015 16:00 - 25.07.2015 16:15","51338","52670"
"25.07.2015 16:15 - 25.07.2015 16:30","51116","52699"
"25.07.2015 16:30 - 25.07.2015 16:45","51021","52370"
"25.07.2015 16:45 - 25.07.2015 17:00","51044","52498"
"25.07.2015 17:00 - 25.07.2015 17:15","51080","52464"
"25.07.2015 17:15 - 25.07.2015 17:30","50480","51598"
"25.07.2015 17:30 - 25.07.2015 17:45","51165","52132"
"25.07.2015 17:45 - 25.07.2015 18:00","51332","52256"
"25.07.2015 18:00 - 25.07.2015 18:15","51353","51799"
"25.07.2015 18:15 - 25.07.2015 18:30","51104","51677"
"25.07.2015 18:30 - 25.07.2015 18:45","51271","52114"
"25.07.2015 18:45 - 25.07.2015 19:00","50495","51626"
"25.07.2015 19:00 - 25.07.2015 19:15","50121","50979"
"25.07.2015 19:15 - 25.07.2015 19:30","49578","50779"
"25.07.2015 19:30 - 25.07.2015 19:45","48889","50550"
"25.07.2015 19:45 - 25.07.2015 20:00","48271","49734"
"25.07.2015 20:00 - 25.07.2015 20:15","47820","49191"
"25.07.2015 20:15 - 25.07.2015 20:30","46903","48136"
"25.07.2015 20:30 - 25.07.2015 20:45","46568","47703"
"25.07.2015 20:45 - 25.07.2015 21:00","45704","46952"
"25.07.2015 21:00 - 25.07.2015 21:15","45819","46771"
"25.07.2015 21:15 - 25.07.2015 21:30","46164","46972"
"25.07.2015 21:30 - 25.07.2015 21:45","45936","47165"
"25.07.2015 21:45 - 25.07.2015 22:00","45925","47100"
"25.07.2015 22:00 - 25.07.2015 22:15","45803","46888"
"25.07.2015 22:15 - 25.07.2015 22:30","45282","46059"
"25.07.2015 22:30 - 25.07.2015 22:45","44598","45266"
"25.07.2015 22:45 - 25.07.2015 23:00","44053","44525"
"25.07.2015 23:00 - 25.07.2015 23:15","43383","43641"
"25.07.2015 23:15 - 25.07.2015 23:30","42499","42682"
"25.07.2015 23:30 - 25.07.2015 23:45","41914","41929"
"25.07.2015 23:45 - 26.07.2015 00:00","41092","41215"
"26.07.2015 00:00 - 26.07.2015 00:15","39964","40394"
"26.07.2015 00:15 - 26.07.2015 00:30","39739","39962"
"26.07.2015 00:30 - 26.07.2015 00:45","39166","39261"
"26.07.2015 00:45 - 26.07.2015 01:00","38602","38508"
"26.07.2015 01:00 - 26.07.2015 01:15","37667","37995"
"26.07.2015 01:15 - 26.07.2015 01:30","37177","37428"
"26.07.2015 01:30 - 26.07.2015 01:45","36831","36963"
"26.07.2015 01:45 - 26.07.2015 02:00","36667","36775"
"26.07.2015 02:00 - 26.07.2015 02:15","36765","36833"
"26.07.2015 02:15 - 26.07.2015 02:30","36371","36403"
"26.07.2015 02:30 - 26.07.2015 02:45","36463","36410"
"26.07.2015 02:45 - 26.07.2015 03:00","35938","35944"
"26.07.2015 03:00 - 26.07.2015 03:15","35929","36065"
"26.07.2015 03:15 - 26.07.2015 03:30","35821","35991"
"26.07.2015 03:30 - 26.07.2015 03:45","36022","35904"
"26.07.2015 03:45 - 26.07.2015 04:00","35650","35685"
"26.07.2015 04:00 - 26.07.2015 04:15","35875","35772"
"26.07.2015 04:15 - 26.07.2015 04:30","35618","35725"
"26.07.2015 04:30 - 26.07.2015 04:45","35820","35811"
"26.07.2015 04:45 - 26.07.2015 05:00","35815","35808"
"26.07.2015 05:00 - 26.07.2015 05:15","36147","36031"
"26.07.2015 05:15 - 26.07.2015 05:30","35472","35644"
"26.07.2015 05:30 - 26.07.2015 05:45","35534","35441"
"26.07.2015 05:45 - 26.07.2015 06:00","35347","35269"
"26.07.2015 06:00 - 26.07.2015 06:15","35563","35770"
"26.07.2015 06:15 - 26.07.2015 06:30","35645","36184"
"26.07.2015 06:30 - 26.07.2015 06:45","36070","36427"
"26.07.2015 06:45 - 26.07.2015 07:00","36286","36928"
"26.07.2015 07:00 - 26.07.2015 07:15","37092","37706"
"26.07.2015 07:15 - 26.07.2015 07:30","37768","38261"
"26.07.2015 07:30 - 26.07.2015 07:45","38587","39008"
"26.07.2015 07:45 - 26.07.2015 08:00","39139","39687"
"26.07.2015 08:00 - 26.07.2015 08:15","40333","40838"
"26.07.2015 08:15 - 26.07.2015 08:30","41345","41607"
"26.07.2015 08:30 - 26.07.2015 08:45","42063","42171"
"26.07.2015 08:45 - 26.07.2015 09:00","42934","43005"
"26.07.2015 09:00 - 26.07.2015 09:15","43990","43784"
"26.07.2015 09:15 - 26.07.2015 09:30","44479","44497"
"26.07.2015 09:30 - 26.07.2015 09:45","45282","44983"
"26.07.2015 09:45 - 26.07.2015 10:00","45882","45441"
"26.07.2015 10:00 - 26.07.2015 10:15","46905","46184"
"26.07.2015 10:15 - 26.07.2015 10:30","47646","46600"
"26.07.2015 10:30 - 26.07.2015 10:45","47991","46979"
"26.07.2015 10:45 - 26.07.2015 11:00","48360","47491"
"26.07.2015 11:00 - 26.07.2015 11:15","49194","47997"
"26.07.2015 11:15 - 26.07.2015 11:30","49641","48630"
"26.07.2015 11:30 - 26.07.2015 11:45","50223","48816"
"26.07.2015 11:45 - 26.07.2015 12:00","50562","49079"
"26.07.2015 12:00 - 26.07.2015 12:15","50496","49114"
"26.07.2015 12:15 - 26.07.2015 12:30","50098","48700"
"26.07.2015 12:30 - 26.07.2015 12:45","49607","48244"
"26.07.2015 12:45 - 26.07.2015 13:00","48767","47663"
"26.07.2015 13:00 - 26.07.2015 13:15","48433","47291"
"26.07.2015 13:15 - 26.07.2015 13:30","47757","46599"
"26.07.2015 13:30 - 26.07.2015 13:45","47475","46138"
"26.07.2015 13:45 - 26.07.2015 14:00","46561","45498"
"26.07.2015 14:00 - 26.07.2015 14:15","46374","45587"
"26.07.2015 14:15 - 26.07.2015 14:30","46076","45344"
"26.07.2015 14:30 - 26.07.2015 14:45","46060","45022"
"26.07.2015 14:45 - 26.07.2015 15:00","45818","45017"
"26.07.2015 15:00 - 26.07.2015 15:15","45466","44617"
"26.07.2015 15:15 - 26.07.2015 15:30","45368","44388"
"26.07.2015 15:30 - 26.07.2015 15:45","45384","44318"
"26.07.2015 15:45 - 26.07.2015 16:00","45011","43844"
"26.07.2015 16:00 - 26.07.2015 16:15","44747","43529"
"26.07.2015 16:15 - 26.07.2015 16:30","44468","43842"
"26.07.2015 16:30 - 26.07.2015 16:45","44443","43793"
"26.07.2015 16:45 - 26.07.2015 17:00","44757","44177"
"26.07.2015 17:00 - 26.07.2015 17:15","45297","44609"
"26.07.2015 17:15 - 26.07.2015 17:30","45656","44806"
"26.07.2015 17:30 - 26.07.2015 17:45","46152","45042"
"26.07.2015 17:45 - 26.07.2015 18:00","46454","45451"
"26.07.2015 18:00 - 26.07.2015 18:15","46589","45972"
"26.07.2015 18:15 - 26.07.2015 18:30","46991","46164"
"26.07.2015 18:30 - 26.07.2015 18:45","47420","46380"
"26.07.2015 18:45 - 26.07.2015 19:00","47505","46749"
"26.07.2015 19:00 - 26.07.2015 19:15","47878","47001"
"26.07.2015 19:15 - 26.07.2015 19:30","47187","46742"
"26.07.2015 19:30 - 26.07.2015 19:45","47041","46640"
"26.07.2015 19:45 - 26.07.2015 20:00","47057","46674"
"26.07.2015 20:00 - 26.07.2015 20:15","47024","46678"
"26.07.2015 20:15 - 26.07.2015 20:30","46314","46177"
"26.07.2015 20:30 - 26.07.2015 20:45","46066","45743"
"26.07.2015 20:45 - 26.07.2015 21:00","45695","45467"
"26.07.2015 21:00 - 26.07.2015 21:15","45910","45633"
"26.07.2015 21:15 - 26.07.2015 21:30","45993","45593"
"26.07.2015 21:30 - 26.07.2015 21:45","46518","45806"
"26.07.2015 21:45 - 26.07.2015 22:00","46828","46193"
"26.07.2015 22:00 - 26.07.2015 22:15","47085","46332"
"26.07.2015 22:15 - 26.07.2015 22:30","46851","45557"
"26.07.2015 22:30 - 26.07.2015 22:45","46133","45049"
"26.07.2015 22:45 - 26.07.2015 23:00","45395","44281"
"26.07.2015 23:00 - 26.07.2015 23:15","44446","43457"
"26.07.2015 23:15 - 26.07.2015 23:30","43367","42722"
"26.07.2015 23:30 - 26.07.2015 23:45","42907","42124"
"26.07.2015 23:45 - 27.07.2015 00:00","42231","41460"
"27.07.2015 00:00 - 27.07.2015 00:15","42797","40931"
"27.07.2015 00:15 - 27.07.2015 00:30","42117","40272"
"27.07.2015 00:30 - 27.07.2015 00:45","41565","39787"
"27.07.2015 00:45 - 27.07.2015 01:00","41441","39547"
"27.07.2015 01:00 - 27.07.2015 01:15","40534","39226"
"27.07.2015 01:15 - 27.07.2015 01:30","40436","38821"
"27.07.2015 01:30 - 27.07.2015 01:45","40012","38448"
"27.07.2015 01:45 - 27.07.2015 02:00","39874","38228"
"27.07.2015 02:00 - 27.07.2015 02:15","39695","37860"
"27.07.2015 02:15 - 27.07.2015 02:30","39705","37971"
"27.07.2015 02:30 - 27.07.2015 02:45","39596","37977"
"27.07.2015 02:45 - 27.07.2015 03:00","39364","38125"
"27.07.2015 03:00 - 27.07.2015 03:15","39662","38215"
"27.07.2015 03:15 - 27.07.2015 03:30","39800","38116"
"27.07.2015 03:30 - 27.07.2015 03:45","40033","38160"
"27.07.2015 03:45 - 27.07.2015 04:00","39927","38325"
"27.07.2015 04:00 - 27.07.2015 04:15","40445","39035"
"27.07.2015 04:15 - 27.07.2015 04:30","40954","39348"
"27.07.2015 04:30 - 27.07.2015 04:45","41233","39925"
"27.07.2015 04:45 - 27.07.2015 05:00","41975","40781"
"27.07.2015 05:00 - 27.07.2015 05:15","43973","42259"
"27.07.2015 05:15 - 27.07.2015 05:30","43807","43071"
"27.07.2015 05:30 - 27.07.2015 05:45","45265","44313"
"27.07.2015 05:45 - 27.07.2015 06:00","46529","45705"
"27.07.2015 06:00 - 27.07.2015 06:15","49479","48779"
"27.07.2015 06:15 - 27.07.2015 06:30","51606","50940"
"27.07.2015 06:30 - 27.07.2015 06:45","53677","52782"
"27.07.2015 06:45 - 27.07.2015 07:00","55197","54229"
"27.07.2015 07:00 - 27.07.2015 07:15","56807","56026"
"27.07.2015 07:15 - 27.07.2015 07:30","58004","57497"
"27.07.2015 07:30 - 27.07.2015 07:45","59753","58771"
"27.07.2015 07:45 - 27.07.2015 08:00","60095","59819"
"27.07.2015 08:00 - 27.07.2015 08:15","61632","61248"
"27.07.2015 08:15 - 27.07.2015 08:30","62262","61716"
"27.07.2015 08:30 - 27.07.2015 08:45","62408","62176"
"27.07.2015 08:45 - 27.07.2015 09:00","63005","62332"
"27.07.2015 09:00 - 27.07.2015 09:15","62822","62231"
"27.07.2015 09:15 - 27.07.2015 09:30","63303","62879"
"27.07.2015 09:30 - 27.07.2015 09:45","64084","63528"
"27.07.2015 09:45 - 27.07.2015 10:00","63989","63729"
"27.07.2015 10:00 - 27.07.2015 10:15","64962","64390"
"27.07.2015 10:15 - 27.07.2015 10:30","65101","64901"
"27.07.2015 10:30 - 27.07.2015 10:45","65745","65641"
"27.07.2015 10:45 - 27.07.2015 11:00","66271","66221"
"27.07.2015 11:00 - 27.07.2015 11:15","66920","66525"
"27.07.2015 11:15 - 27.07.2015 11:30","67132","67011"
"27.07.2015 11:30 - 27.07.2015 11:45","67656","67233"
"27.07.2015 11:45 - 27.07.2015 12:00","67787","67067"
"27.07.2015 12:00 - 27.07.2015 12:15","66839","66715"
"27.07.2015 12:15 - 27.07.2015 12:30","66562","66577"
"27.07.2015 12:30 - 27.07.2015 12:45","66490","66419"
"27.07.2015 12:45 - 27.07.2015 13:00","67176","66335"
"27.07.2015 13:00 - 27.07.2015 13:15","66741","66092"
"27.07.2015 13:15 - 27.07.2015 13:30","66402","66108"
"27.07.2015 13:30 - 27.07.2015 13:45","65746","65861"
"27.07.2015 13:45 - 27.07.2015 14:00","65336","64954"
"27.07.2015 14:00 - 27.07.2015 14:15","64820","64518"
"27.07.2015 14:15 - 27.07.2015 14:30","64803","64830"
"27.07.2015 14:30 - 27.07.2015 14:45","64459","64311"
"27.07.2015 14:45 - 27.07.2015 15:00","64237","64019"
"27.07.2015 15:00 - 27.07.2015 15:15","64370","64100"
"27.07.2015 15:15 - 27.07.2015 15:30","63770","63712"
"27.07.2015 15:30 - 27.07.2015 15:45","63362","63348"
"27.07.2015 15:45 - 27.07.2015 16:00","62537","62782"
"27.07.2015 16:00 - 27.07.2015 16:15","62512","62581"
"27.07.2015 16:15 - 27.07.2015 16:30","62386","62491"
"27.07.2015 16:30 - 27.07.2015 16:45","62279","62225"
"27.07.2015 16:45 - 27.07.2015 17:00","61693","61778"
"27.07.2015 17:00 - 27.07.2015 17:15","60982","61117"
"27.07.2015 17:15 - 27.07.2015 17:30","61411","61169"
"27.07.2015 17:30 - 27.07.2015 17:45","61840","61762"
"27.07.2015 17:45 - 27.07.2015 18:00","61670","61463"
"27.07.2015 18:00 - 27.07.2015 18:15","60871","61071"
"27.07.2015 18:15 - 27.07.2015 18:30","60504","60625"
"27.07.2015 18:30 - 27.07.2015 18:45","60599","60734"
"27.07.2015 18:45 - 27.07.2015 19:00","60104","60727"
"27.07.2015 19:00 - 27.07.2015 19:15","60638","60801"
"27.07.2015 19:15 - 27.07.2015 19:30","59906","60052"
"27.07.2015 19:30 - 27.07.2015 19:45","59529","59578"
"27.07.2015 19:45 - 27.07.2015 20:00","59317","59169"
"27.07.2015 20:00 - 27.07.2015 20:15","58494","58038"
"27.07.2015 20:15 - 27.07.2015 20:30","57328","56928"
"27.07.2015 20:30 - 27.07.2015 20:45","56936","56330"
"27.07.2015 20:45 - 27.07.2015 21:00","56555","55586"
"27.07.2015 21:00 - 27.07.2015 21:15","56413","55501"
"27.07.2015 21:15 - 27.07.2015 21:30","56119","55183"
"27.07.2015 21:30 - 27.07.2015 21:45","56226","54875"
"27.07.2015 21:45 - 27.07.2015 22:00","55493","54707"
"27.07.2015 22:00 - 27.07.2015 22:15","54486","54087"
"27.07.2015 22:15 - 27.07.2015 22:30","53599","52975"
"27.07.2015 22:30 - 27.07.2015 22:45","52544","51918"
"27.07.2015 22:45 - 27.07.2015 23:00","51305","50669"
"27.07.2015 23:00 - 27.07.2015 23:15","49975","49314"
"27.07.2015 23:15 - 27.07.2015 23:30","48916","48162"
"27.07.2015 23:30 - 27.07.2015 23:45","48212","47344"
"27.07.2015 23:45 - 28.07.2015 00:00","47328","46611"
"28.07.2015 00:00 - 28.07.2015 00:15","46771","45408"
"28.07.2015 00:15 - 28.07.2015 00:30","45779","44813"
"28.07.2015 00:30 - 28.07.2015 00:45","45166","44336"
"28.07.2015 00:45 - 28.07.2015 01:00","44683","43981"
"28.07.2015 01:00 - 28.07.2015 01:15","43907","43484"
"28.07.2015 01:15 - 28.07.2015 01:30","43479","43356"
"28.07.2015 01:30 - 28.07.2015 01:45","43218","43324"
"28.07.2015 01:45 - 28.07.2015 02:00","43194","43012"
"28.07.2015 02:00 - 28.07.2015 02:15","42876","42639"
"28.07.2015 02:15 - 28.07.2015 02:30","42422","42371"
"28.07.2015 02:30 - 28.07.2015 02:45","42672","42711"
"28.07.2015 02:45 - 28.07.2015 03:00","42410","42589"
"28.07.2015 03:00 - 28.07.2015 03:15","42412","42528"
"28.07.2015 03:15 - 28.07.2015 03:30","42603","42503"
"28.07.2015 03:30 - 28.07.2015 03:45","42654","42508"
"28.07.2015 03:45 - 28.07.2015 04:00","42768","42659"
"28.07.2015 04:00 - 28.07.2015 04:15","43360","43294"
"28.07.2015 04:15 - 28.07.2015 04:30","43658","43417"
"28.07.2015 04:30 - 28.07.2015 04:45","43696","43672"
"28.07.2015 04:45 - 28.07.2015 05:00","44320","44175"
"28.07.2015 05:00 - 28.07.2015 05:15","46223","45529"
"28.07.2015 05:15 - 28.07.2015 05:30","46088","46296"
"28.07.2015 05:30 - 28.07.2015 05:45","47175","46841"
"28.07.2015 05:45 - 28.07.2015 06:00","48139","48255"
"28.07.2015 06:00 - 28.07.2015 06:15","50836","50934"
"28.07.2015 06:15 - 28.07.2015 06:30","52931","52968"
"28.07.2015 06:30 - 28.07.2015 06:45","54728","54324"
"28.07.2015 06:45 - 28.07.2015 07:00","56044","55749"
"28.07.2015 07:00 - 28.07.2015 07:15","58056","57760"
"28.07.2015 07:15 - 28.07.2015 07:30","58776","58768"
"28.07.2015 07:30 - 28.07.2015 07:45","60221","59803"
"28.07.2015 07:45 - 28.07.2015 08:00","60864","60828"
"28.07.2015 08:00 - 28.07.2015 08:15","62144","61915"
"28.07.2015 08:15 - 28.07.2015 08:30","62671","62470"
"28.07.2015 08:30 - 28.07.2015 08:45","63081","63064"
